name,points,challenges
haha,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Berdav,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
streaker_rules,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
kidpwn007,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
shark,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ylz,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
l3v1__,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
rina,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
sdfsdfsdf,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
testtesttest,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
zeph,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
erge,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Shy,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
43tedrg,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Lorenzinco,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Null,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Jerry_17,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ognon,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Yanoosh,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
n3tdo0r,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
wild_boar,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
iamnoteyad,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
mikejam,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Davidpb,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
8Zan,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ByVelen ,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
radwan,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
0xAndre,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
sn1per,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
passwd,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Elf41,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
OxAlpha,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
testing123testing,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
siltout,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Rave,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
R1yhtp,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Agastya,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
rushe,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
vinety,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
PracticeUser,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ruur,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
SkaDD,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
giangnd,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
spar,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
InferiorAK,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Hazy,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
henry,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
edamamen,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Fr33d0mM4n,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
UwO,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ckc,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
koshie,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
EveryMoment,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
phoon,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
jeongzero,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
stkusuman,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
localho3t,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
vaishnav,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
hackerman1337,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Nag@Sec,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
small,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
f//D,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
triikk,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
zysgmzb,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
marmu,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
KXTI_KzA,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
tuko_tanzwoo,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Root,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Orange_acker,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
LorenzoPapi,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
ctfplayer,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
hamayanhamayan,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
TunTunSahur,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
yasu,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Ebo,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Rama,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
accustom369,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
bau1u,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
TFS,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Ashfaq,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
dunn0,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
d4kw1n,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
roba,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
tes,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
qohirbuvtrkulrqklm,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Antonio,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Wstar,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
now.sh,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
hieubt,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
W727,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
goobihurts,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Sx4DoW,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Drago,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
arrow,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Tor,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Eveheeero,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
v1n337,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
j,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Shlakii,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
sarginiscu,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
wrench,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
KruKnight,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
BackMoon,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
lopmade,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
asdf,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
Suga,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
logoseq,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
binasot383@lesotica.com,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
LekSuS,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
tiktok,0,"{'challenge_name': [], 'challenge_category': [], 'challenge_points': [], 'solve_time': []}"
