Position,points,name,challenge
11,2135,f4n_n3r0,"{'challenge_name': ['hashmash', 'Feedback', ""Santa's Lists"", 'Baby Prison', 'Defender Encrypted', 'warmup rsa', 'Christmas Confession', 'Stackman', 'Learn', 'Browser Passwords', 'tangled', 'Lazy Admin', 'ICMP Party', 'Pinger', 'meow', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['155', '10', '72', '173', '436', '132', '50', '146', '50', '460', '191', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:45:40.070318Z', '2024-12-15T20:41:27.188775Z', '2024-12-15T20:39:55.060765Z', '2024-12-15T20:36:39.530281Z', '2024-12-15T20:06:38.602012Z', '2024-12-15T20:04:51.067555Z', '2024-12-15T19:30:51.763421Z', '2024-12-15T18:43:58.063730Z', '2024-12-15T17:01:36.911532Z', '2024-12-15T16:23:29.297361Z', '2024-12-15T14:27:35.856724Z', '2024-12-15T14:19:20.931204Z', '2024-12-15T14:13:53.866101Z', '2024-12-15T14:07:03.648939Z', '2024-12-15T13:43:06.605347Z', '2024-12-15T13:39:04.859792Z', '2024-12-15T13:02:40.384926Z']}"
12,1912,mukusuki,"{'challenge_name': ['Christmas Confession', 'Factoring Expert', 'warmup rsa', 'na kopso glyko?', 'Secure Encryption Service', 'hashmash', ""Santa's Lists"", 'Stackman', 'Challenge Ideas', 'Lazy Admin', 'meow', 'Learn', 'ICMP Party', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'crypto', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['50', '498', '132', '196', '194', '155', '72', '146', '159', '50', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T16:16:20.348083Z', '2024-12-15T13:36:56.509204Z', '2024-12-15T12:20:30.850049Z', '2024-12-15T12:07:12.360458Z', '2024-12-15T11:53:39.671838Z', '2024-12-15T11:34:47.154326Z', '2024-12-15T11:26:42.724747Z', '2024-12-15T11:19:04.742960Z', '2024-12-15T11:12:32.093991Z', '2024-12-15T11:02:46.899026Z', '2024-12-15T11:01:03.644546Z', '2024-12-15T10:57:20.647363Z', '2024-12-15T10:46:34.475595Z', '2024-12-15T10:42:58.268979Z', '2024-12-15T10:41:08.601642Z', '2024-12-15T10:38:31.444718Z']}"
13,1694,CarpeDien,"{'challenge_name': ['Snekbox', 'Wish Cards', 'Baby Prison', 'hashmash', 'Challenge Ideas', 'Christmas Confession', 'Learn', 'ICMP Party', ""Santa's Lists"", 'meow', 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['misc', 'web', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['469', '356', '173', '155', '159', '50', '50', '50', '72', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:38:48.388197Z', '2024-12-15T18:35:06.300792Z', '2024-12-15T16:42:46.075573Z', '2024-12-15T16:00:39.118137Z', '2024-12-15T14:42:20.001613Z', '2024-12-15T14:35:14.515309Z', '2024-12-15T14:30:03.975670Z', '2024-12-15T14:11:38.789007Z', '2024-12-15T13:27:43.344762Z', '2024-12-15T12:28:00.112578Z', '2024-12-15T12:23:36.521330Z', '2024-12-15T12:22:12.919889Z', '2024-12-15T12:15:34.609119Z']}"
14,1576,ROECYB,"{'challenge_name': [""Santa's Lists"", 'Stackman', 'Christmas Confession', 'Lazy Dev', 'Lazy Admin', 'Learn', 'Saving Christmas 2', 'Saving Christmas 1', 'Pinger', 'meow', 'ICMP Party', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'forensics', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['72', '146', '50', '50', '50', '50', '500', '498', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T18:52:02.006534Z', '2024-12-15T16:31:27.682956Z', '2024-12-15T16:08:36.449141Z', '2024-12-15T15:42:50.944546Z', '2024-12-15T15:39:54.075714Z', '2024-12-15T14:42:18.945252Z', '2024-12-15T14:34:32.780577Z', '2024-12-15T13:55:26.362582Z', '2024-12-15T12:41:44.240678Z', '2024-12-15T11:45:15.304976Z', '2024-12-15T09:18:50.604593Z', '2024-12-15T09:03:18.799330Z']}"
15,1576,logdav,"{'challenge_name': ['Careful Admin Revenge', 'Careful Admin', ""Santa's Lists"", 'Lazy Admin', 'Lazy Dev', 'Pinger', 'Welcome', 'Wish Cards'], 'challenge_category': ['web', 'web', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'web'], 'challenge_points': ['498', '490', '72', '50', '50', '50', '10', '356'], 'solve_time': ['2024-12-15T20:15:26.190507Z', '2024-12-15T19:43:07.680767Z', '2024-12-15T17:15:37.533473Z', '2024-12-15T16:10:59.567003Z', '2024-12-15T15:40:12.317177Z', '2024-12-15T15:37:28.176667Z', '2024-12-15T15:11:28.132596Z', '2024-12-15T14:56:01.805419Z']}"
16,1563,afterdark,"{'challenge_name': ['Feedback', 'Stackman', 'hashmash', 'Challenge Ideas', 'Baby Prison', 'Wish Cards', 'warmup rsa', 'Christmas Confession', 'Lazy Admin', ""Santa's Lists"", 'Learn', 'meow', 'ICMP Party', 'Pinger', 'Lazy Dev', 'Welcome'], 'challenge_category': ['beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'web', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '146', '155', '159', '173', '356', '132', '50', '50', '72', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:44:39.360314Z', '2024-12-15T19:50:47.811496Z', '2024-12-15T17:20:10.580601Z', '2024-12-15T17:06:14.258508Z', '2024-12-15T15:22:58.269454Z', '2024-12-15T15:03:35.798862Z', '2024-12-15T14:08:25.065005Z', '2024-12-15T13:23:16.783017Z', '2024-12-15T12:41:36.418910Z', '2024-12-15T12:28:25.673770Z', '2024-12-15T11:45:55.354513Z', '2024-12-15T11:27:07.865686Z', '2024-12-15T11:17:28.363522Z', '2024-12-15T10:11:56.863857Z', '2024-12-15T10:08:03.969279Z', '2024-12-15T10:03:08.924539Z']}"
17,1511,YMD,"{'challenge_name': ['Feedback', 'Defender Encrypted', ""Santa's Lists"", 'Challenge Ideas', 'Christmas Confession', 'ICMP Party', 'Baby Prison', 'hashmash', 'Stackman', 'Lazy Admin', 'Learn', 'Lazy Dev', 'Pinger', 'meow', 'Welcome'], 'challenge_category': ['beginner', 'forensics', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['10', '436', '72', '159', '50', '50', '173', '155', '146', '50', '50', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T20:32:18.171682Z', '2024-12-15T20:30:58.128342Z', '2024-12-15T20:20:10.044675Z', '2024-12-15T20:02:27.243960Z', '2024-12-15T19:27:23.628141Z', '2024-12-15T19:22:54.493147Z', '2024-12-15T17:30:53.579147Z', '2024-12-15T17:11:29.206480Z', '2024-12-15T16:40:12.342068Z', '2024-12-15T15:55:33.885030Z', '2024-12-15T15:53:36.709966Z', '2024-12-15T15:47:29.678710Z', '2024-12-15T15:45:47.312712Z', '2024-12-15T15:38:53.937989Z', '2024-12-15T15:06:36.926737Z']}"
18,1453,INSSec,"{'challenge_name': ['Wish Cards', ""Santa's Lists"", 'ICMP Party', 'Challenge Ideas', 'Backdoored Calculator', 'Learn', 'Stackman', 'Pinger', 'Lazy Dev', 'meow', 'Welcome'], 'challenge_category': ['web', 'beginner', 'beginner', 'beginner', 'misc', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['356', '72', '50', '159', '460', '50', '146', '50', '50', '50', '10'], 'solve_time': ['2024-12-15T19:51:08.977778Z', '2024-12-15T19:22:25.604811Z', '2024-12-15T17:02:29.562934Z', '2024-12-15T13:55:39.618952Z', '2024-12-15T12:26:46.429368Z', '2024-12-15T12:06:04.492891Z', '2024-12-15T10:04:37.953785Z', '2024-12-15T09:55:45.804853Z', '2024-12-15T09:37:42.721543Z', '2024-12-15T09:22:19.778562Z', '2024-12-15T09:15:36.178505Z']}"
19,1363,gf34gerger,"{'challenge_name': ['Baby Prison', ""Santa's Lists"", 'wiSh card', 'meow', 'Pinger', 'warmup rsa', 'Lazy Dev', 'Stackman', 'tangled', 'Lazy Admin'], 'challenge_category': ['beginner', 'beginner', 'pwn', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['173', '72', '449', '50', '50', '132', '50', '146', '191', '50'], 'solve_time': ['2024-12-15T15:42:42.871569Z', '2024-12-15T13:43:17.471767Z', '2024-12-15T13:36:18.097223Z', '2024-12-15T10:54:23.636589Z', '2024-12-15T10:42:30.354889Z', '2024-12-15T10:41:20.919540Z', '2024-12-15T10:37:53.202918Z', '2024-12-15T10:17:36.344117Z', '2024-12-15T10:04:24.653474Z', '2024-12-15T09:19:58.031510Z']}"
20,1361,naka9,"{'challenge_name': ['Baby Prison', 'Backdoored Calculator', 'tangled', 'Stackman', 'Challenge Ideas', 'Christmas Confession', ""Santa's Lists"", 'Lazy Dev', 'Pinger', 'Welcome'], 'challenge_category': ['beginner', 'misc', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner', 'beginner'], 'challenge_points': ['173', '460', '191', '146', '159', '50', '72', '50', '50', '10'], 'solve_time': ['2024-12-15T20:48:46.175650Z', '2024-12-15T19:34:34.896395Z', '2024-12-15T18:37:10.398665Z', '2024-12-15T14:57:34.728531Z', '2024-12-15T13:51:23.871696Z', '2024-12-15T13:27:31.866707Z', '2024-12-15T13:07:13.090794Z', '2024-12-15T12:35:49.185514Z', '2024-12-15T12:31:35.836775Z', '2024-12-15T12:10:17.598903Z']}"
21,1252,普查,"{'challenge_name': ['Wish Cards', 'Browser Passwords', 'Defender Encrypted'], 'challenge_category': ['web', 'forensics', 'forensics'], 'challenge_points': ['356', '460', '436'], 'solve_time': ['2024-12-15T15:43:36.160902Z', '2024-12-15T10:09:38.175951Z', '2024-12-15T09:45:05.148252Z']}"
