Position,points,name,challenge
11,2615,taurus,"{'challenge_name': ['Ande Yo Caliente', 'BotNet1', 'Duplicated', 'Beep beep beep!', 'Where is this', 'Guess the num', ""Fishbaby's Library"", 'Filtered', 'DOF', 'Grading system', ""Here's the sauce"", 'easyyyyyyyyyy', 'Democracy', '1 line php', 'Login', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告', 'Suspicious GIF', 'Kohiro', 'MagicButton', 'Secret ROT13', 'Baby RSA', 'AES?'], 'challenge_category': ['Crypto', 'Forensics', 'Crypto', 'Misc', 'Misc', 'Reverse', 'PWN', 'PWN', 'PWN', 'PWN', 'Reverse', 'Reverse', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Forensics', 'Forensics', 'Forensics', 'Crypto', 'Crypto', 'Crypto'], 'challenge_points': ['60', '60', '255', '40', '20', '200', '300', '200', '100', '100', '100', '50', '350', '300', '100', '100', '100', '30', '20', '20', '10', '40', '40', '20'], 'solve_time': ['2024-11-17T12:19:11.816018Z', '2024-11-17T11:47:31.849736Z', '2024-11-17T11:17:40.011184Z', '2024-11-17T11:12:13.700688Z', '2024-11-17T10:31:15.644659Z', '2024-11-17T09:45:52.706494Z', '2024-11-17T09:08:24.913932Z', '2024-11-17T09:04:28.434065Z', '2024-11-17T08:54:55.120737Z', '2024-11-17T08:40:16.820677Z', '2024-11-17T02:23:45.383233Z', '2024-11-17T02:12:58.596301Z', '2024-11-17T02:09:53.454915Z', '2024-11-17T01:53:17.012196Z', '2024-11-17T01:41:18.921004Z', '2024-11-17T01:38:25.481410Z', '2024-11-17T01:34:40.292745Z', '2024-11-17T01:32:09.473900Z', '2024-11-17T01:07:40.866212Z', '2024-11-17T01:02:21.210286Z', '2024-11-17T00:49:54.870178Z', '2024-11-17T00:40:59.792169Z', '2024-11-17T00:33:29.968247Z', '2024-11-17T00:21:21.334159Z']}"
12,2344,hanz,"{'challenge_name': ['Beep beep beep!', 'NHNC, but C0LoRfUl', 'Where is this', 'Duplicated', 'Democracy', 'Login Revenge', '1 line php', 'Miday', 'Login', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告', 'Guess the num', 'easyyyyyyyyyy', 'Grading system', 'Blog 1', 'Secret ROT13', 'BotNet1', 'Kohiro', 'MagicButton'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Crypto', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Reverse', 'Reverse', 'PWN', 'Misc', 'Crypto', 'Forensics', 'Forensics', 'Forensics'], 'challenge_points': ['40', '39', '20', '255', '350', '300', '300', '200', '100', '100', '100', '30', '200', '50', '100', '30', '40', '60', '20', '10'], 'solve_time': ['2024-11-17T11:35:11.694345Z', '2024-11-17T11:12:53.959467Z', '2024-11-17T10:23:04.448804Z', '2024-11-17T10:16:47.792500Z', '2024-11-17T10:05:27.036043Z', '2024-11-17T10:02:11.632573Z', '2024-11-17T09:44:22.078884Z', '2024-11-17T09:18:23.074365Z', '2024-11-17T09:01:21.231833Z', '2024-11-17T09:01:05.228312Z', '2024-11-17T09:00:46.269322Z', '2024-11-17T09:00:18.767095Z', '2024-11-17T08:58:22.619220Z', '2024-11-17T08:32:45.016716Z', '2024-11-17T08:25:20.298329Z', '2024-11-17T08:03:23.537492Z', '2024-11-17T07:54:50.136200Z', '2024-11-17T07:31:42.203295Z', '2024-11-17T07:17:36.412845Z', '2024-11-17T07:03:30.393042Z']}"
13,2115,sithis,"{'challenge_name': ['Competition feedback form', 'Duplicated', 'Lion Prime', ""Here's the sauce"", 'easyyyyyyyyyy', 'Democracy', '1 line php', 'Miday', 'Login', 'I need to get the C00kies', '哥布林保衞部公告', 'EASY METHOD', 'Baby RSA', 'Secret ROT13', 'AES?'], 'challenge_category': ['feedback form', 'Crypto', 'Crypto', 'Reverse', 'Reverse', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Crypto', 'Crypto', 'Crypto'], 'challenge_points': ['30', '255', '400', '100', '50', '350', '300', '200', '100', '100', '30', '100', '40', '40', '20'], 'solve_time': ['2024-11-17T14:21:19.922701Z', '2024-11-17T12:00:57.512054Z', '2024-11-17T11:10:54.304145Z', '2024-11-17T02:05:38.418686Z', '2024-11-17T01:58:15.139466Z', '2024-11-16T22:30:38.289152Z', '2024-11-16T22:04:59.938443Z', '2024-11-16T22:00:33.892499Z', '2024-11-16T21:24:34.472256Z', '2024-11-16T21:20:04.298622Z', '2024-11-16T21:19:34.339299Z', '2024-11-16T21:18:39.723070Z', '2024-11-16T18:11:01.153837Z', '2024-11-16T18:04:03.152518Z', '2024-11-16T17:51:04.119397Z']}"
14,2110,son,"{'challenge_name': ['""A Gift from the Leader Organizer""', 'This carries a slight touch of malice', 'Login Revenge', 'Secret ROT13', 'Blog 1', 'Blog 3', 'Democracy', ""Fishbaby's Library"", 'Grading system', 'AES?', 'easyyyyyyyyyy', 'BotNet2', 'BotNet1', 'MagicButton', '1 line php', 'I need to get the C00kies', 'Login', '哥布林保衞部公告', 'EASY METHOD'], 'challenge_category': ['Misc', 'Forensics', 'Web', 'Crypto', 'Misc', 'Misc', 'Web', 'PWN', 'PWN', 'Crypto', 'Reverse', 'Forensics', 'Forensics', 'Forensics', 'Web', 'Web', 'Web', 'Web', 'Web'], 'challenge_points': ['1', '110', '300', '40', '30', '50', '350', '300', '100', '20', '50', '80', '60', '10', '300', '100', '100', '30', '100'], 'solve_time': ['2024-11-17T12:36:29.729584Z', '2024-11-17T12:21:30.988473Z', '2024-11-17T11:21:41.033120Z', '2024-11-17T10:34:33.724601Z', '2024-11-16T23:12:11.674690Z', '2024-11-16T23:05:06.659024Z', '2024-11-16T19:23:08.253386Z', '2024-11-16T18:49:59.458033Z', '2024-11-16T18:46:53.727349Z', '2024-11-16T18:37:26.020750Z', '2024-11-16T16:23:20.190440Z', '2024-11-16T13:15:13.197340Z', '2024-11-16T13:11:34.786495Z', '2024-11-16T13:07:46.145452Z', '2024-11-16T12:51:22.429409Z', '2024-11-16T12:26:18.796037Z', '2024-11-16T12:17:56.710654Z', '2024-11-16T12:17:21.249012Z', '2024-11-16T12:12:25.579098Z']}"
15,2041,Tony,"{'challenge_name': ['""A Gift from the Leader Organizer""', 'POPcorn', 'DOF', 'Grading system', '1 line php', 'Secret ROT13', 'AES?', 'Login Revenge', 'Democracy', 'EASY METHOD', 'easyyyyyyyyyy', 'Login', 'I need to get the C00kies', '哥布林保衞部公告'], 'challenge_category': ['Misc', 'Web', 'PWN', 'PWN', 'Web', 'Crypto', 'Crypto', 'Web', 'Web', 'Web', 'Reverse', 'Web', 'Web', 'Web'], 'challenge_points': ['1', '460', '100', '100', '300', '40', '20', '300', '350', '100', '50', '100', '100', '30'], 'solve_time': ['2024-11-17T12:37:24.325315Z', '2024-11-17T12:35:50.880334Z', '2024-11-17T10:43:10.437327Z', '2024-11-17T10:17:35.481156Z', '2024-11-16T18:24:35.986055Z', '2024-11-16T14:44:35.596811Z', '2024-11-16T13:56:58.188568Z', '2024-11-16T13:29:47.257623Z', '2024-11-16T07:23:38.997630Z', '2024-11-16T06:54:55.339993Z', '2024-11-16T06:43:55.318963Z', '2024-11-16T06:12:41.741553Z', '2024-11-16T06:09:47.585267Z', '2024-11-16T06:05:14.635702Z']}"
16,1960,tusoar,"{'challenge_name': ['Blog 1', 'Competition feedback form', 'MagicButton', 'Where is this', 'miday_revenge', 'Miday', 'EASY METHOD', 'Blog 3', 'Blog 2', 'easyyyyyyyyyy', 'Secret ROT13', 'AES?', 'Kohiro', 'Democracy', 'Login', '哥布林保衞部公告', 'Grading system', 'Challenge under construction', '1 line php', 'I need to get the C00kies'], 'challenge_category': ['Misc', 'feedback form', 'Forensics', 'Misc', 'Web', 'Web', 'Web', 'Misc', 'Misc', 'Reverse', 'Crypto', 'Crypto', 'Forensics', 'Web', 'Web', 'Web', 'PWN', 'Forensics', 'Web', 'Web'], 'challenge_points': ['30', '30', '10', '20', '350', '200', '100', '50', '20', '50', '40', '20', '20', '350', '100', '30', '100', '40', '300', '100'], 'solve_time': ['2024-11-17T14:15:59.532386Z', '2024-11-17T14:13:00.979088Z', '2024-11-17T14:12:33.428254Z', '2024-11-17T13:44:45.124734Z', '2024-11-16T11:44:13.264154Z', '2024-11-16T10:41:23.302214Z', '2024-11-16T08:52:01.630386Z', '2024-11-16T08:47:33.788038Z', '2024-11-16T08:47:19.926318Z', '2024-11-16T04:56:38.281303Z', '2024-11-16T04:56:26.099012Z', '2024-11-16T04:56:20.698156Z', '2024-11-16T04:56:15.461972Z', '2024-11-16T04:56:09.617719Z', '2024-11-16T04:56:04.890032Z', '2024-11-16T04:56:00.337520Z', '2024-11-16T04:55:54.601551Z', '2024-11-16T04:55:13.100252Z', '2024-11-16T04:51:04.011919Z', '2024-11-16T01:30:35.392153Z']}"
17,1934,nyx,"{'challenge_name': ['Blog 3', 'Blog 1', 'Duplicated', 'BotNet1', 'EASY METHOD', 'Secret ROT13', 'AES?', 'NHNC, but C0LoRfUl', '1 line php', 'Democracy', 'easyyyyyyyyyy', ""Fishbaby's Library"", 'Grading system', 'MagicButton', 'Login', 'I need to get the C00kies', '哥布林保衞部公告'], 'challenge_category': ['Misc', 'Misc', 'Crypto', 'Forensics', 'Web', 'Crypto', 'Crypto', 'Misc', 'Web', 'Web', 'Reverse', 'PWN', 'PWN', 'Forensics', 'Web', 'Web', 'Web'], 'challenge_points': ['50', '30', '255', '60', '100', '40', '20', '39', '300', '350', '50', '300', '100', '10', '100', '100', '30'], 'solve_time': ['2024-11-16T11:53:29.147027Z', '2024-11-16T11:43:01.209466Z', '2024-11-16T11:18:06.440254Z', '2024-11-16T07:05:42.557514Z', '2024-11-16T07:01:43.735505Z', '2024-11-16T06:23:06.653584Z', '2024-11-16T05:54:58.759842Z', '2024-11-16T05:42:55.122197Z', '2024-11-16T05:28:43.125089Z', '2024-11-16T05:18:35.362524Z', '2024-11-16T05:16:00.709520Z', '2024-11-16T05:04:24.008638Z', '2024-11-16T04:54:21.571872Z', '2024-11-16T04:46:17.266374Z', '2024-11-16T04:20:37.687512Z', '2024-11-16T04:17:09.543262Z', '2024-11-16T03:54:51.070600Z']}"
18,1831,ThomasG,"{'challenge_name': ['Miday', '""A Gift from the Leader Organizer""', 'Ande Yo Caliente', 'BotNet2', 'BotNet1', 'MagicButton', '1 line php', ""Here's the sauce"", 'easyyyyyyyyyy', 'Secret ROT13', 'AES?', 'Democracy', 'Duplicated', 'Login', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告'], 'challenge_category': ['Web', 'Misc', 'Crypto', 'Forensics', 'Forensics', 'Forensics', 'Web', 'Reverse', 'Reverse', 'Crypto', 'Crypto', 'Web', 'Crypto', 'Web', 'Web', 'Web', 'Web'], 'challenge_points': ['200', '1', '60', '80', '60', '10', '300', '100', '50', '40', '20', '350', '255', '100', '100', '100', '30'], 'solve_time': ['2024-11-17T14:12:13.687770Z', '2024-11-17T12:29:13.702560Z', '2024-11-17T11:28:23.836138Z', '2024-11-17T02:10:14.586688Z', '2024-11-17T02:04:56.172978Z', '2024-11-17T01:49:25.291849Z', '2024-11-16T18:11:19.290643Z', '2024-11-16T15:14:14.287969Z', '2024-11-16T14:50:02.505091Z', '2024-11-16T14:49:44.591533Z', '2024-11-16T14:49:30.233163Z', '2024-11-16T13:28:42.002976Z', '2024-11-16T13:05:03.074025Z', '2024-11-16T12:51:31.640717Z', '2024-11-16T12:32:34.957145Z', '2024-11-16T12:32:01.139035Z', '2024-11-16T12:26:59.503822Z']}"
19,1811,f4n_n3r0,"{'challenge_name': ['Ande Yo Caliente', '""A Gift from the Leader Organizer""', 'DOF', 'Grading system', 'Blog 2', 'Blog 1', 'Guess the num', 'BotNet1', 'Secret ROT13', 'AES?', 'Democracy', '1 line php', 'Login', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告', 'Suspicious GIF', 'Kohiro', 'MagicButton', 'easyyyyyyyyyy', ""Here's the sauce""], 'challenge_category': ['Crypto', 'Misc', 'PWN', 'PWN', 'Misc', 'Misc', 'Reverse', 'Forensics', 'Crypto', 'Crypto', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Forensics', 'Forensics', 'Forensics', 'Reverse', 'Reverse'], 'challenge_points': ['60', '1', '100', '100', '20', '30', '200', '60', '40', '20', '350', '300', '100', '100', '100', '30', '20', '20', '10', '50', '100'], 'solve_time': ['2024-11-17T13:24:53.597357Z', '2024-11-17T13:24:01.068626Z', '2024-11-17T10:23:04.731307Z', '2024-11-17T10:16:37.946078Z', '2024-11-17T08:38:58.968914Z', '2024-11-17T08:35:46.372527Z', '2024-11-17T08:14:28.777293Z', '2024-11-17T08:01:50.361458Z', '2024-11-17T07:57:07.400957Z', '2024-11-17T07:55:31.295152Z', '2024-11-17T07:52:46.281719Z', '2024-11-17T07:51:37.576823Z', '2024-11-17T07:49:43.252072Z', '2024-11-17T07:49:20.783528Z', '2024-11-17T07:49:04.713414Z', '2024-11-17T07:48:11.536827Z', '2024-11-17T07:44:06.249707Z', '2024-11-17T07:42:31.909880Z', '2024-11-17T07:40:39.211686Z', '2024-11-17T07:40:17.893948Z', '2024-11-17T07:40:05.711503Z']}"
20,1780,YMD,"{'challenge_name': ['""A Gift from the Leader Organizer""', ""Here's the sauce"", '我的腳架在哪裡??', 'Where is this', 'NHNC, but C0LoRfUl', 'EASY METHOD', 'Guess the num', '1 line php', 'DOF', 'Challenge under construction', 'Grading system', 'AES?', 'Secret ROT13', 'Suspicious GIF', 'Kohiro', 'Democracy', 'easyyyyyyyyyy', 'Login', 'I need to get the C00kies', '哥布林保衞部公告', 'Blog 1'], 'challenge_category': ['Misc', 'Reverse', 'Misc', 'Misc', 'Misc', 'Web', 'Reverse', 'Web', 'PWN', 'Forensics', 'PWN', 'Crypto', 'Crypto', 'Forensics', 'Forensics', 'Web', 'Reverse', 'Web', 'Web', 'Web', 'Misc'], 'challenge_points': ['1', '100', '20', '20', '39', '100', '200', '300', '100', '40', '100', '20', '40', '20', '20', '350', '50', '100', '100', '30', '30'], 'solve_time': ['2024-11-17T13:11:27.374691Z', '2024-11-16T11:53:58.783631Z', '2024-11-16T11:25:00.023798Z', '2024-11-16T07:46:27.345067Z', '2024-11-16T07:30:28.018291Z', '2024-11-16T06:51:32.618936Z', '2024-11-16T06:17:32.985171Z', '2024-11-16T05:56:42.432835Z', '2024-11-16T05:37:01.820647Z', '2024-11-16T05:18:38.000987Z', '2024-11-16T05:08:26.981971Z', '2024-11-16T05:05:07.975586Z', '2024-11-16T04:05:57.986647Z', '2024-11-16T03:59:35.586918Z', '2024-11-16T03:57:00.839111Z', '2024-11-16T03:52:03.110857Z', '2024-11-16T03:48:05.641620Z', '2024-11-16T03:18:52.894004Z', '2024-11-16T03:18:18.392683Z', '2024-11-16T03:17:56.836503Z', '2024-11-16T03:16:55.976190Z']}"
21,1775,ylz,"{'challenge_name': ['easyyyyyyyyyy', 'SLIME MACHINE REVENGE REVENGE', 'welcome', ""Fishbaby's Library"", 'SLIME MACHINE REVENGE', 'Filtered', 'DOF', 'Grading system'], 'challenge_category': ['Reverse', 'PWN', 'PWN', 'PWN', 'PWN', 'PWN', 'PWN', 'PWN'], 'challenge_points': ['50', '425', '200', '300', '400', '200', '100', '100'], 'solve_time': ['2024-11-17T07:24:01.280233Z', '2024-11-17T07:12:07.027742Z', '2024-11-17T06:24:15.542259Z', '2024-11-17T05:22:32.205866Z', '2024-11-16T16:08:12.014537Z', '2024-11-16T15:10:05.013458Z', '2024-11-16T07:24:44.175374Z', '2024-11-16T06:45:16.717793Z']}"
22,1750,Adb2,"{'challenge_name': ['Competition feedback form', 'BotNet1', 'This carries a slight touch of malice', 'DOF', 'Grading system', '1 line php', 'EASY METHOD', 'Blog 1', 'Blog 2', '我的腳架在哪裡??', 'Secret ROT13', 'Suspicious GIF', 'Kohiro', 'Where is this', 'AES?', 'Yet Another password checker', 'Guess the num', '哥布林保衞部公告', 'Login', 'I need to get the C00kies', 'easyyyyyyyyyy'], 'challenge_category': ['feedback form', 'Forensics', 'Forensics', 'PWN', 'PWN', 'Web', 'Web', 'Misc', 'Misc', 'Misc', 'Crypto', 'Forensics', 'Forensics', 'Misc', 'Crypto', 'Reverse', 'Reverse', 'Web', 'Web', 'Web', 'Reverse'], 'challenge_points': ['30', '60', '110', '100', '100', '300', '100', '30', '20', '20', '40', '20', '20', '20', '20', '300', '200', '30', '100', '100', '50'], 'solve_time': ['2024-11-17T14:20:47.459584Z', '2024-11-17T13:30:30.477799Z', '2024-11-17T13:18:23.847137Z', '2024-11-17T10:01:51.020828Z', '2024-11-17T09:49:18.422001Z', '2024-11-17T09:04:19.132353Z', '2024-11-17T08:02:25.440385Z', '2024-11-17T07:42:46.921812Z', '2024-11-17T07:24:21.793315Z', '2024-11-17T07:22:16.335288Z', '2024-11-16T21:45:00.963046Z', '2024-11-16T21:22:59.919581Z', '2024-11-16T21:14:13.638407Z', '2024-11-16T15:12:33.961798Z', '2024-11-16T07:35:12.784352Z', '2024-11-16T07:30:03.603501Z', '2024-11-16T05:33:29.752406Z', '2024-11-16T05:16:59.141959Z', '2024-11-16T05:14:09.739012Z', '2024-11-16T05:10:32.286658Z', '2024-11-16T04:48:33.117106Z']}"
23,1680,ConsoleBreak,"{'challenge_name': ['Ande Yo Caliente', 'Filtered', 'Blog 3', 'DOF', 'Guess the num', ""Fishbaby's Library"", 'EASY METHOD', 'BotNet2', 'BotNet1', 'Kohiro', 'Login', 'Secret ROT13', 'Challenge under construction', 'Suspicious GIF', 'MagicButton', 'AES?', 'I need to get the C00kies', 'Grading system', '哥布林保衞部公告', 'easyyyyyyyyyy'], 'challenge_category': ['Crypto', 'PWN', 'Misc', 'PWN', 'Reverse', 'PWN', 'Web', 'Forensics', 'Forensics', 'Forensics', 'Web', 'Crypto', 'Forensics', 'Forensics', 'Forensics', 'Crypto', 'Web', 'PWN', 'Web', 'Reverse'], 'challenge_points': ['60', '200', '50', '100', '200', '300', '100', '80', '60', '20', '100', '40', '40', '20', '10', '20', '100', '100', '30', '50'], 'solve_time': ['2024-11-17T12:13:30.988370Z', '2024-11-17T08:08:24.129371Z', '2024-11-17T01:56:35.497952Z', '2024-11-16T07:56:26.452488Z', '2024-11-16T07:38:18.249540Z', '2024-11-16T07:29:22.490998Z', '2024-11-16T07:18:54.292052Z', '2024-11-16T07:17:08.608365Z', '2024-11-16T07:10:04.370380Z', '2024-11-16T05:35:26.130248Z', '2024-11-16T05:20:24.882975Z', '2024-11-16T03:34:31.641754Z', '2024-11-16T03:32:28.092778Z', '2024-11-16T02:58:24.000481Z', '2024-11-16T02:56:38.433985Z', '2024-11-16T01:45:09.996635Z', '2024-11-16T01:43:51.181899Z', '2024-11-16T01:35:21.094815Z', '2024-11-16T01:31:31.783812Z', '2024-11-16T01:30:45.226139Z']}"
24,1670,x00byte,"{'challenge_name': ['EASY METHOD', 'Challenge under construction', '1 line php', 'Guess the num', 'Yet Another password checker', 'easyyyyyyyyyy', 'Democracy', 'Blog 1', 'Secret ROT13', 'AES?', 'Login', 'MagicButton', 'I need to get the C00kies', '哥布林保衞部公告'], 'challenge_category': ['Web', 'Forensics', 'Web', 'Reverse', 'Reverse', 'Reverse', 'Web', 'Misc', 'Crypto', 'Crypto', 'Web', 'Forensics', 'Web', 'Web'], 'challenge_points': ['100', '40', '300', '200', '300', '50', '350', '30', '40', '20', '100', '10', '100', '30'], 'solve_time': ['2024-11-16T07:34:14.981399Z', '2024-11-16T07:01:12.067711Z', '2024-11-16T06:25:08.912480Z', '2024-11-16T06:23:41.263807Z', '2024-11-16T06:07:30.428941Z', '2024-11-16T04:57:51.116334Z', '2024-11-16T04:46:11.317796Z', '2024-11-16T04:22:46.370067Z', '2024-11-16T04:10:48.979742Z', '2024-11-16T04:06:50.509586Z', '2024-11-16T03:50:20.091085Z', '2024-11-16T03:49:41.773837Z', '2024-11-16T03:33:25.259283Z', '2024-11-16T03:30:00.654318Z']}"
25,1665,robot,"{'challenge_name': ['Baby RSA', 'Secret ROT13', 'Ande Yo Caliente', 'Duplicated', 'Lion RSA', 'Lion Prime Revenge', 'Lion Prime', 'AES?'], 'challenge_category': ['Crypto', 'Crypto', 'Crypto', 'Crypto', 'Crypto', 'Crypto', 'Crypto', 'Crypto'], 'challenge_points': ['40', '40', '60', '255', '350', '500', '400', '20'], 'solve_time': ['2024-11-17T11:07:53.496344Z', '2024-11-17T11:05:57.719279Z', '2024-11-17T10:53:27.928331Z', '2024-11-17T10:50:30.539098Z', '2024-11-17T10:34:07.949016Z', '2024-11-17T10:24:25.418762Z', '2024-11-17T09:50:22.027903Z', '2024-11-17T09:00:50.231103Z']}"
26,1650,OAAAO,"{'challenge_name': ['Where is this', 'Blog 1', 'Blog 3', 'Lion Prime', 'super easy decode', 'Duplicated', 'Login', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告', 'AES?', 'Secret ROT13', 'Lion RSA', 'Baby RSA'], 'challenge_category': ['Misc', 'Misc', 'Misc', 'Crypto', 'Crypto', 'Crypto', 'Web', 'Web', 'Web', 'Web', 'Crypto', 'Crypto', 'Crypto', 'Crypto'], 'challenge_points': ['20', '30', '50', '400', '125', '255', '100', '100', '100', '30', '20', '40', '350', '40'], 'solve_time': ['2024-11-16T17:57:46.390205Z', '2024-11-16T17:51:01.777878Z', '2024-11-16T17:50:00.164402Z', '2024-11-16T16:39:38.278250Z', '2024-11-16T11:58:45.049953Z', '2024-11-16T11:50:47.510246Z', '2024-11-16T10:36:00.837568Z', '2024-11-16T10:32:46.389239Z', '2024-11-16T10:32:13.739371Z', '2024-11-16T10:30:46.825141Z', '2024-11-16T10:26:39.996271Z', '2024-11-16T09:58:07.414403Z', '2024-11-16T09:51:30.401174Z', '2024-11-16T09:42:40.900509Z']}"
27,1570,Hoon2308,"{'challenge_name': ['BotNet1', 'Challenge under construction', 'Suspicious GIF', 'MagicButton', 'Secret ROT13', 'AES?', 'Grading system', 'Guess the num', 'easyyyyyyyyyy', '1 line php', 'Democracy', 'Where is this', 'Blog 1', 'Login', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告'], 'challenge_category': ['Forensics', 'Forensics', 'Forensics', 'Forensics', 'Crypto', 'Crypto', 'PWN', 'Reverse', 'Reverse', 'Web', 'Web', 'Misc', 'Misc', 'Web', 'Web', 'Web', 'Web'], 'challenge_points': ['60', '40', '20', '10', '40', '20', '100', '200', '50', '300', '350', '20', '30', '100', '100', '100', '30'], 'solve_time': ['2024-11-17T09:04:19.921983Z', '2024-11-17T08:52:52.623014Z', '2024-11-17T08:26:59.245531Z', '2024-11-17T07:52:13.784525Z', '2024-11-17T07:24:27.639200Z', '2024-11-17T07:15:15.843111Z', '2024-11-17T05:46:03.251069Z', '2024-11-17T05:00:21.839043Z', '2024-11-17T04:22:24.447211Z', '2024-11-17T04:11:36.041355Z', '2024-11-17T04:00:45.446670Z', '2024-11-17T03:44:26.084248Z', '2024-11-17T03:23:42.080566Z', '2024-11-17T02:43:16.382977Z', '2024-11-17T02:42:50.676885Z', '2024-11-17T02:42:05.744902Z', '2024-11-17T02:41:33.200269Z']}"
28,1540,mit,"{'challenge_name': ['MagicButton', 'Democracy', 'miday_revenge', '1 line php', 'Miday', 'Login', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告'], 'challenge_category': ['Forensics', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web', 'Web'], 'challenge_points': ['10', '350', '350', '300', '200', '100', '100', '100', '30'], 'solve_time': ['2024-11-17T03:48:23.643233Z', '2024-11-17T03:46:28.169908Z', '2024-11-17T03:05:14.176493Z', '2024-11-17T02:43:44.085742Z', '2024-11-17T02:42:25.012925Z', '2024-11-17T02:35:57.963963Z', '2024-11-17T02:35:21.523541Z', '2024-11-17T02:34:34.618789Z', '2024-11-17T02:33:42.767107Z']}"
29,1461,yu,"{'challenge_name': ['Where is this', '""A Gift from the Leader Organizer""', '1 line php', ""Fishbaby's Library"", 'easyyyyyyyyyy', 'Grading system', 'Login Revenge', 'Login', 'Secret ROT13', 'I need to get the C00kies', 'AES?', 'EASY METHOD', '哥布林保衞部公告'], 'challenge_category': ['Misc', 'Misc', 'Web', 'PWN', 'Reverse', 'PWN', 'Web', 'Web', 'Crypto', 'Web', 'Crypto', 'Web', 'Web'], 'challenge_points': ['20', '1', '300', '300', '50', '100', '300', '100', '40', '100', '20', '100', '30'], 'solve_time': ['2024-11-17T13:26:59.957933Z', '2024-11-17T13:10:09.070523Z', '2024-11-17T13:00:17.913613Z', '2024-11-17T11:07:57.667488Z', '2024-11-17T10:26:11.280538Z', '2024-11-17T09:45:32.456229Z', '2024-11-17T09:02:32.184958Z', '2024-11-17T08:35:47.633894Z', '2024-11-17T07:36:20.042927Z', '2024-11-17T07:09:09.945844Z', '2024-11-17T07:07:21.670848Z', '2024-11-17T07:04:59.496929Z', '2024-11-17T06:57:38.192164Z']}"
30,1461,yoyo,"{'challenge_name': ['Where is this', '""A Gift from the Leader Organizer""', ""Fishbaby's Library"", '1 line php', 'easyyyyyyyyyy', 'Login Revenge', 'Login', 'Grading system', 'Secret ROT13', 'I need to get the C00kies', 'EASY METHOD', '哥布林保衞部公告', 'AES?'], 'challenge_category': ['Misc', 'Misc', 'PWN', 'Web', 'Reverse', 'Web', 'Web', 'PWN', 'Crypto', 'Web', 'Web', 'Web', 'Crypto'], 'challenge_points': ['20', '1', '300', '300', '50', '300', '100', '100', '40', '100', '100', '30', '20'], 'solve_time': ['2024-11-17T13:27:33.859514Z', '2024-11-17T13:23:49.829201Z', '2024-11-17T13:22:49.252696Z', '2024-11-17T12:56:22.537867Z', '2024-11-17T10:40:28.645062Z', '2024-11-17T08:43:17.257331Z', '2024-11-17T08:38:23.448038Z', '2024-11-17T08:24:59.092089Z', '2024-11-17T07:44:12.262457Z', '2024-11-17T07:05:18.683322Z', '2024-11-17T07:04:12.775947Z', '2024-11-17T07:00:42.820920Z', '2024-11-17T06:59:59.212943Z']}"
31,1455,-w-,"{'challenge_name': ['Competition feedback form', '""A Gift from the Leader Organizer""', 'MagicButton', 'Democracy', '1 line php', 'DOF', 'Grading system', 'Login', 'EASY METHOD', 'Secret ROT13', 'Blog 2', 'I need to get the C00kies', ""Here's the sauce"", 'easyyyyyyyyyy', '哥布林保衞部公告', 'AES?', 'Where is this', 'NHNC, but C0LoRfUl'], 'challenge_category': ['feedback form', 'Misc', 'Forensics', 'Web', 'Web', 'PWN', 'PWN', 'Web', 'Web', 'Crypto', 'Misc', 'Web', 'Reverse', 'Reverse', 'Web', 'Crypto', 'Misc', 'Misc'], 'challenge_points': ['30', '1', '10', '350', '300', '100', '100', '100', '100', '40', '20', '100', '100', '50', '30', '20', '20', '39'], 'solve_time': ['2024-11-17T14:11:18.934118Z', '2024-11-17T12:39:09.574857Z', '2024-11-17T10:16:39.951723Z', '2024-11-17T09:28:47.286867Z', '2024-11-17T08:56:22.506454Z', '2024-11-17T01:44:47.117562Z', '2024-11-17T00:35:24.358725Z', '2024-11-16T12:41:06.540753Z', '2024-11-16T12:35:28.503595Z', '2024-11-16T12:00:01.879753Z', '2024-11-16T07:18:28.240896Z', '2024-11-16T03:16:14.356413Z', '2024-11-16T03:14:52.130183Z', '2024-11-16T03:00:56.699528Z', '2024-11-16T03:00:02.793486Z', '2024-11-16T02:59:31.226495Z', '2024-11-16T02:00:24.724051Z', '2024-11-16T01:51:02.062356Z']}"
